Decay Factor,Noise Level,Sampling Algorithm,Rule,Trials to Learn,Overtrained
0.9,0.1,Thompson,go left 1,69,True
0.9,0.1,Thompson,go left 1,75,True
0.9,0.1,Thompson,go left 1,105,True
0.9,0.1,Thompson,go left 1,102,True
0.9,0.1,Thompson,go left 1,89,True
0.9,0.1,Thompson,go left 1,88,True
0.9,0.1,Thompson,go left 1,78,True
0.9,0.1,Thompson,go left 1,75,True
0.9,0.1,Thompson,go left 1,116,True
0.9,0.1,Thompson,go left 1,106,True
0.9,0.1,Thompson,go left 1,128,True
0.9,0.1,Thompson,go left 1,88,True
0.9,0.1,Thompson,go left 1,93,True
0.9,0.1,Thompson,go left 1,103,True
0.9,0.1,Thompson,go left 1,74,True
0.9,0.1,Thompson,go left 1,86,True
0.9,0.1,Thompson,go left 1,78,True
0.9,0.1,Thompson,go left 1,120,True
0.9,0.1,Thompson,go left 1,111,True
0.9,0.1,Thompson,go left 1,86,True
0.9,0.1,Thompson,go left 1,82,True
0.9,0.1,Thompson,go left 1,76,True
0.9,0.1,Thompson,go left 1,79,True
0.9,0.1,Thompson,go left 1,87,True
0.9,0.1,Thompson,go left 1,103,True
0.9,0.1,Thompson,go left 1,77,True
0.9,0.1,Thompson,go left 1,66,True
0.9,0.1,Thompson,go left 1,68,True
0.9,0.1,Thompson,go left 1,76,True
0.9,0.1,Thompson,go left 1,82,True
0.9,0.1,Thompson,go left 1,108,True
0.9,0.1,Thompson,go left 1,64,True
0.9,0.1,Thompson,go left 1,113,True
0.9,0.1,Thompson,go left 1,94,True
0.9,0.1,Thompson,go left 1,105,True
0.9,0.1,Thompson,go left 1,66,True
0.9,0.1,Thompson,go left 1,99,True
0.9,0.1,Thompson,go left 1,80,True
0.9,0.1,Thompson,go right 2,176,True
0.9,0.1,Thompson,go right 2,189,True
0.9,0.1,Thompson,go right 2,132,True
0.9,0.1,Thompson,go right 2,89,True
0.9,0.1,Thompson,go right 2,100,True
0.9,0.1,Thompson,go right 2,206,True
0.9,0.1,Thompson,go right 2,193,True
0.9,0.1,Thompson,go right 2,150,True
0.9,0.1,Thompson,go right 2,176,True
0.9,0.1,Thompson,go right 2,120,True
0.9,0.1,Thompson,go right 2,107,True
0.9,0.1,Thompson,go right 2,157,True
0.9,0.1,Thompson,go right 2,112,True
0.9,0.1,Thompson,go right 2,142,True
0.9,0.1,Thompson,go right 2,161,True
0.9,0.1,Thompson,go right 2,181,True
0.9,0.1,Thompson,go right 2,155,True
0.9,0.1,Thompson,go right 2,107,True
0.9,0.1,Thompson,go right 2,118,True
0.9,0.1,Thompson,go right 2,175,True
0.9,0.1,Thompson,go right 2,152,True
0.9,0.1,Thompson,go right 2,181,True
0.9,0.1,Thompson,go right 2,220,True
0.9,0.1,Thompson,go right 2,136,True
0.9,0.1,Thompson,go right 2,186,True
0.9,0.1,Thompson,go right 2,167,True
0.9,0.1,Thompson,go right 2,125,True
0.9,0.1,Thompson,go right 2,180,True
0.9,0.1,Thompson,go right 2,139,True
0.9,0.1,Thompson,go right 2,188,True
0.9,0.1,Thompson,go right 2,170,True
0.9,0.1,Thompson,go right 2,165,True
0.9,0.1,Thompson,go right 2,109,True
0.9,0.1,Thompson,go right 2,118,True
0.9,0.1,Thompson,go right 2,101,True
0.9,0.1,Thompson,go right 2,134,True
0.9,0.1,Thompson,go right 2,174,True
0.9,0.1,Thompson,go right 2,149,True
0.9,0.1,Thompson,go right 2,137,True
0.9,0.1,Thompson,go right 2,114,True
0.9,0.1,Thompson,go right 2,173,True
0.9,0.1,Thompson,go right 2,136,True
0.9,0.1,Thompson,go right 2,142,True
0.9,0.1,Thompson,go right 2,127,True
0.9,0.1,Thompson,go right 2,163,True
0.9,0.1,Thompson,go right 2,152,True
0.9,0.1,Thompson,go right 2,159,True
0.9,0.1,Thompson,go right 2,126,True
0.9,0.1,Thompson,go right 2,145,True
0.9,0.1,Thompson,go right 2,136,True
0.9,0.1,Thompson,go left 2,240,True
0.9,0.1,Thompson,go left 2,258,True
0.9,0.1,Thompson,go left 2,203,True
0.9,0.1,Thompson,go left 2,196,True
0.9,0.1,Thompson,go left 2,183,True
0.9,0.1,Thompson,go left 2,316,True
0.9,0.1,Thompson,go left 2,295,True
0.9,0.1,Thompson,go left 2,277,True
0.9,0.1,Thompson,go left 2,256,True
0.9,0.1,Thompson,go left 2,216,True
0.9,0.1,Thompson,go left 2,155,True
0.9,0.1,Thompson,go left 2,226,True
0.9,0.1,Thompson,go left 2,241,True
0.9,0.1,Thompson,go left 2,250,True
0.9,0.1,Thompson,go left 2,229,True
0.9,0.1,Thompson,go left 2,219,True
0.9,0.1,Thompson,go left 2,251,True
0.9,0.1,Thompson,go left 2,164,True
0.9,0.1,Thompson,go left 2,248,True
0.9,0.1,Thompson,go left 2,278,True
0.9,0.1,Thompson,go left 2,197,True
0.9,0.1,Thompson,go left 2,265,True
0.9,0.1,Thompson,go left 2,208,True
0.9,0.1,Thompson,go left 2,229,True
0.9,0.1,Thompson,go left 2,255,True
0.9,0.1,Thompson,go left 2,231,True
0.9,0.1,Thompson,go left 2,171,True
0.9,0.1,Thompson,go left 2,289,True
0.9,0.1,Thompson,go left 2,170,True
0.9,0.1,Thompson,go left 2,234,True
0.9,0.1,Thompson,go left 2,209,True
0.9,0.1,Thompson,go left 2,256,True
0.9,0.1,Thompson,go left 2,184,True
0.9,0.1,Thompson,go left 2,184,True
0.9,0.1,Thompson,go left 2,143,True
0.9,0.1,Thompson,go left 2,270,True
0.9,0.1,Thompson,go left 2,291,True
0.9,0.1,Thompson,go left 2,269,True
0.9,0.1,Thompson,go left 2,226,True
0.9,0.1,Thompson,go left 2,155,True
0.9,0.1,Thompson,go left 2,233,True
0.9,0.1,Thompson,go left 2,159,True
0.9,0.1,Thompson,go left 2,255,True
0.9,0.1,Thompson,go left 2,197,True
0.9,0.1,Thompson,go left 2,184,True
0.9,0.1,Thompson,go left 2,251,True
0.9,0.1,Thompson,go left 2,202,True
0.9,0.1,Thompson,go left 2,234,True
0.9,0.1,Thompson,go left 2,205,True
0.9,0.1,Thompson,go left 2,236,True
0.9,0.2,Thompson,go right 1,14,True
0.9,0.2,Thompson,go right 1,13,True
0.9,0.2,Thompson,go right 1,14,True
0.9,0.2,Thompson,go right 1,11,True
0.9,0.2,Thompson,go right 1,15,True
0.9,0.2,Thompson,go right 1,21,True
0.9,0.2,Thompson,go right 1,11,True
0.9,0.2,Thompson,go right 1,17,True
0.9,0.2,Thompson,go right 1,15,True
0.9,0.2,Thompson,go right 1,12,True
0.9,0.2,Thompson,go right 1,11,True
0.9,0.2,Thompson,go right 1,10,True
0.9,0.2,Thompson,go right 1,19,True
0.9,0.2,Thompson,go right 1,21,True
0.9,0.2,Thompson,go right 1,13,True
0.9,0.2,Thompson,go right 1,22,True
0.9,0.2,Thompson,go right 1,14,True
0.9,0.2,Thompson,go right 1,18,True
0.9,0.2,Thompson,go right 1,11,True
0.9,0.2,Thompson,go right 1,15,True
0.9,0.2,Thompson,go right 1,22,True
0.9,0.2,Thompson,go right 1,14,True
0.9,0.2,Thompson,go right 1,13,True
0.9,0.2,Thompson,go right 1,20,True
0.9,0.2,Thompson,go right 1,14,True
0.9,0.2,Thompson,go right 1,12,True
0.9,0.2,Thompson,go right 1,13,True
0.9,0.2,Thompson,go right 1,14,True
0.9,0.2,Thompson,go right 1,13,True
0.9,0.2,Thompson,go right 1,12,True
0.9,0.2,Thompson,go right 1,13,True
0.9,0.2,Thompson,go right 1,13,True
0.9,0.2,Thompson,go right 1,17,True
0.9,0.2,Thompson,go right 1,19,True
0.9,0.2,Thompson,go right 1,18,True
0.9,0.2,Thompson,go right 1,10,True
0.9,0.2,Thompson,go right 1,13,True
0.9,0.2,Thompson,go right 1,15,True
0.9,0.2,Thompson,go right 1,15,True
0.9,0.2,Thompson,go right 1,21,True
0.9,0.2,Thompson,go right 1,16,True
0.9,0.2,Thompson,go right 1,21,True
0.9,0.2,Thompson,go right 1,12,True
0.9,0.2,Thompson,go right 1,13,True
0.9,0.2,Thompson,go right 1,19,True
0.9,0.2,Thompson,go right 1,23,True
0.9,0.2,Thompson,go right 1,15,True
0.9,0.2,Thompson,go right 1,11,True
0.9,0.2,Thompson,go right 1,12,True
0.9,0.2,Thompson,go right 1,12,True
0.9,0.2,Thompson,go left 1,137,True
0.9,0.2,Thompson,go left 1,82,True
0.9,0.2,Thompson,go left 1,133,True
0.9,0.2,Thompson,go left 1,120,True
0.9,0.2,Thompson,go left 1,117,True
0.9,0.2,Thompson,go left 1,125,True
0.9,0.2,Thompson,go left 1,85,True
0.9,0.2,Thompson,go left 1,117,True
0.9,0.2,Thompson,go left 1,126,True
0.9,0.2,Thompson,go left 1,113,True
0.9,0.2,Thompson,go left 1,121,True
0.9,0.2,Thompson,go left 1,129,True
0.9,0.2,Thompson,go left 1,132,True
0.9,0.2,Thompson,go left 1,139,True
0.9,0.2,Thompson,go left 1,120,True
0.9,0.2,Thompson,go left 1,91,True
0.9,0.2,Thompson,go left 1,126,True
0.9,0.2,Thompson,go left 1,183,True
0.9,0.2,Thompson,go left 1,110,True
0.9,0.2,Thompson,go left 1,108,True
0.9,0.2,Thompson,go left 1,99,True
0.9,0.2,Thompson,go left 1,106,True
0.9,0.2,Thompson,go left 1,78,True
0.9,0.2,Thompson,go left 1,126,True
0.9,0.2,Thompson,go left 1,107,True
0.9,0.2,Thompson,go left 1,126,True
0.9,0.2,Thompson,go left 1,68,True
0.9,0.2,Thompson,go left 1,132,True
0.9,0.2,Thompson,go left 1,87,True
0.9,0.2,Thompson,go left 1,107,True
0.9,0.2,Thompson,go left 1,87,True
0.9,0.2,Thompson,go left 1,155,True
0.9,0.2,Thompson,go left 1,97,True
0.9,0.2,Thompson,go left 1,120,True
0.9,0.2,Thompson,go left 1,111,True
0.9,0.2,Thompson,go left 1,98,True
0.9,0.2,Thompson,go left 1,109,True
0.9,0.2,Thompson,go left 1,177,True
0.9,0.2,Thompson,go left 1,90,True
0.9,0.2,Thompson,go left 1,88,True
0.9,0.2,Thompson,go left 1,94,True
0.9,0.2,Thompson,go left 1,155,True
0.9,0.2,Thompson,go left 1,74,True
0.9,0.2,Thompson,go left 1,106,True
0.9,0.2,Thompson,go left 1,105,True
0.9,0.2,Thompson,go left 1,160,True
0.9,0.2,Thompson,go left 1,84,True
0.9,0.2,Thompson,go left 1,99,True
0.9,0.2,Thompson,go left 1,98,True
0.9,0.2,Thompson,go left 1,143,True
0.9,0.2,Thompson,go right 2,304,True
0.9,0.2,Thompson,go right 2,198,True
0.9,0.2,Thompson,go right 2,256,True
0.9,0.2,Thompson,go right 2,336,True
0.9,0.2,Thompson,go right 2,228,True
0.9,0.2,Thompson,go right 2,149,True
0.9,0.2,Thompson,go right 2,165,True
0.9,0.2,Thompson,go right 2,178,True
0.9,0.2,Thompson,go right 2,274,True
0.9,0.2,Thompson,go right 2,270,True
0.9,0.2,Thompson,go right 2,277,True
0.9,0.2,Thompson,go right 2,392,True
0.9,0.2,Thompson,go right 2,298,True
0.9,0.2,Thompson,go right 2,219,True
0.9,0.2,Thompson,go right 2,263,True
0.9,0.2,Thompson,go right 2,201,True
0.9,0.2,Thompson,go right 2,121,True
0.9,0.2,Thompson,go right 2,246,True
0.9,0.2,Thompson,go right 2,272,True
0.9,0.2,Thompson,go right 2,318,True
0.9,0.2,Thompson,go right 2,183,True
0.9,0.2,Thompson,go right 2,260,True
0.9,0.2,Thompson,go right 2,157,True
0.9,0.2,Thompson,go right 2,191,True
0.9,0.2,Thompson,go right 2,212,True
0.9,0.2,Thompson,go right 2,207,True
0.9,0.2,Thompson,go right 2,165,True
0.9,0.2,Thompson,go right 2,135,True
0.9,0.2,Thompson,go right 2,122,True
0.9,0.2,Thompson,go right 2,294,True
0.9,0.2,Thompson,go right 2,164,True
0.9,0.2,Thompson,go right 2,193,True
0.9,0.2,Thompson,go right 2,178,True
0.9,0.2,Thompson,go right 2,259,True
0.9,0.2,Thompson,go right 2,229,True
0.9,0.2,Thompson,go right 2,237,True
0.9,0.2,Thompson,go right 2,250,True
0.9,0.2,Thompson,go right 2,371,True
0.9,0.2,Thompson,go right 2,276,True
0.9,0.2,Thompson,go right 2,231,True
0.9,0.2,Thompson,go right 2,219,True
0.9,0.2,Thompson,go right 2,358,True
0.9,0.2,Thompson,go right 2,169,True
0.9,0.2,Thompson,go right 2,226,True
0.9,0.2,Thompson,go right 2,122,True
0.9,0.2,Thompson,go right 2,249,True
0.9,0.2,Thompson,go right 2,240,True
0.9,0.2,Thompson,go right 2,173,True
0.9,0.2,Thompson,go right 2,155,True
0.9,0.2,Thompson,go right 2,215,True
0.9,0.2,Thompson,go left 2,439,True
0.9,0.2,Thompson,go left 2,355,True
0.9,0.2,Thompson,go left 2,428,True
0.9,0.2,Thompson,go left 2,520,True
0.9,0.2,Thompson,go left 2,296,True
0.9,0.2,Thompson,go left 2,313,True
0.9,0.2,Thompson,go left 2,365,True
0.9,0.2,Thompson,go left 2,256,True
0.9,0.2,Thompson,go left 2,359,True
0.9,0.2,Thompson,go left 2,421,True
0.9,0.2,Thompson,go left 2,406,True
0.9,0.2,Thompson,go left 2,614,True
0.9,0.2,Thompson,go left 2,399,True
0.9,0.2,Thompson,go left 2,334,True
0.9,0.2,Thompson,go left 2,410,True
0.9,0.2,Thompson,go left 2,424,True
0.9,0.2,Thompson,go left 2,236,True
0.9,0.2,Thompson,go left 2,296,True
0.9,0.2,Thompson,go left 2,359,True
0.9,0.2,Thompson,go left 2,580,True
0.9,0.2,Thompson,go left 2,279,True
0.9,0.2,Thompson,go left 2,349,True
0.9,0.2,Thompson,go left 2,395,True
0.9,0.2,Thompson,go left 2,318,True
0.9,0.2,Thompson,go left 2,408,True
0.9,0.2,Thompson,go left 2,341,True
0.9,0.2,Thompson,go left 2,344,True
0.9,0.2,Thompson,go left 2,125,True
0.9,0.2,Thompson,go left 2,290,True
0.9,0.2,Thompson,go left 2,411,True
0.9,0.2,Thompson,go left 2,242,True
0.9,0.2,Thompson,go left 2,221,True
0.9,0.2,Thompson,go left 2,318,True
0.9,0.2,Thompson,go left 2,449,True
0.9,0.2,Thompson,go left 2,352,True
0.9,0.2,Thompson,go left 2,285,True
0.9,0.2,Thompson,go left 2,480,True
0.9,0.2,Thompson,go left 2,303,True
0.9,0.2,Thompson,go left 2,403,True
0.9,0.2,Thompson,go left 2,377,True
0.9,0.2,Thompson,go left 2,345,True
0.9,0.2,Thompson,go left 2,519,True
0.9,0.2,Thompson,go left 2,281,True
0.9,0.2,Thompson,go left 2,411,True
0.9,0.2,Thompson,go left 2,244,True
0.9,0.2,Thompson,go left 2,396,True
0.9,0.2,Thompson,go left 2,385,True
0.9,0.2,Thompson,go left 2,372,True
0.9,0.2,Thompson,go left 2,282,True
0.9,0.2,Thompson,go left 2,383,True
0.9,0.3,Thompson,go right 1,19,True
0.9,0.3,Thompson,go right 1,15,True
0.9,0.3,Thompson,go right 1,25,True
0.9,0.3,Thompson,go right 1,21,True
0.9,0.3,Thompson,go right 1,13,True
0.9,0.3,Thompson,go right 1,12,True
0.9,0.3,Thompson,go right 1,27,True
0.9,0.3,Thompson,go right 1,11,True
0.9,0.3,Thompson,go right 1,25,True
0.9,0.3,Thompson,go right 1,13,True
0.9,0.3,Thompson,go right 1,10,True
0.9,0.3,Thompson,go right 1,23,True
0.9,0.3,Thompson,go right 1,10,True
0.9,0.3,Thompson,go right 1,13,True
0.9,0.3,Thompson,go right 1,17,True
0.9,0.3,Thompson,go right 1,17,True
0.9,0.3,Thompson,go right 1,33,True
0.9,0.3,Thompson,go right 1,26,True
0.9,0.3,Thompson,go right 1,28,True
0.9,0.3,Thompson,go right 1,22,True
0.9,0.3,Thompson,go right 1,32,True
0.9,0.3,Thompson,go right 1,15,True
0.9,0.3,Thompson,go right 1,18,True
0.9,0.3,Thompson,go right 1,10,True
0.9,0.3,Thompson,go right 1,13,True
0.9,0.3,Thompson,go right 1,30,True
0.9,0.3,Thompson,go right 1,21,True
0.9,0.3,Thompson,go right 1,24,True
0.9,0.3,Thompson,go right 1,39,True
0.9,0.3,Thompson,go right 1,13,True
0.9,0.3,Thompson,go right 1,13,True
0.9,0.3,Thompson,go right 1,22,True
0.9,0.3,Thompson,go right 1,19,True
0.9,0.3,Thompson,go right 1,21,True
0.9,0.3,Thompson,go right 1,19,True
0.9,0.3,Thompson,go right 1,15,True
0.9,0.3,Thompson,go right 1,22,True
0.9,0.3,Thompson,go right 1,19,True
0.9,0.3,Thompson,go right 1,28,True
0.9,0.3,Thompson,go right 1,23,True
0.9,0.3,Thompson,go right 1,11,True
0.9,0.3,Thompson,go right 1,14,True
0.9,0.3,Thompson,go right 1,19,True
0.9,0.3,Thompson,go right 1,14,True
0.9,0.3,Thompson,go right 1,16,True
0.9,0.3,Thompson,go right 1,33,True
0.9,0.3,Thompson,go right 1,22,True
0.9,0.3,Thompson,go right 1,14,True
0.9,0.3,Thompson,go right 1,20,True
0.9,0.3,Thompson,go right 1,18,True
0.9,0.3,Thompson,go left 1,165,True
0.9,0.3,Thompson,go left 1,135,True
0.9,0.3,Thompson,go left 1,124,True
0.9,0.3,Thompson,go left 1,153,True
0.9,0.3,Thompson,go left 1,109,True
0.9,0.3,Thompson,go left 1,179,True
0.9,0.3,Thompson,go left 1,171,True
0.9,0.3,Thompson,go left 1,99,True
0.9,0.3,Thompson,go left 1,179,True
0.9,0.3,Thompson,go left 1,203,True
0.9,0.3,Thompson,go left 1,118,True
0.9,0.3,Thompson,go left 1,160,True
0.9,0.3,Thompson,go left 1,101,True
0.9,0.3,Thompson,go left 1,183,True
0.9,0.3,Thompson,go left 1,164,True
0.9,0.3,Thompson,go left 1,169,True
0.9,0.3,Thompson,go left 1,250,True
0.9,0.3,Thompson,go left 1,153,True
0.9,0.3,Thompson,go left 1,147,True
0.9,0.3,Thompson,go left 1,130,True
0.9,0.3,Thompson,go left 1,220,True
0.9,0.3,Thompson,go left 1,204,True
0.9,0.3,Thompson,go left 1,159,True
0.9,0.3,Thompson,go left 1,162,True
0.9,0.3,Thompson,go left 1,154,True
0.9,0.3,Thompson,go left 1,179,True
0.9,0.3,Thompson,go left 1,154,True
0.9,0.3,Thompson,go left 1,154,True
0.9,0.3,Thompson,go left 1,204,True
0.9,0.3,Thompson,go left 1,111,True
0.9,0.3,Thompson,go left 1,156,True
0.9,0.3,Thompson,go left 1,150,True
0.9,0.3,Thompson,go left 1,98,True
0.9,0.3,Thompson,go left 1,204,True
0.9,0.3,Thompson,go left 1,171,True
0.9,0.3,Thompson,go left 1,182,True
0.9,0.3,Thompson,go left 1,239,True
0.9,0.3,Thompson,go left 1,99,True
0.9,0.3,Thompson,go left 1,203,True
0.9,0.3,Thompson,go left 1,167,True
0.9,0.3,Thompson,go left 1,169,True
0.9,0.3,Thompson,go left 1,165,True
0.9,0.3,Thompson,go left 1,127,True
0.9,0.3,Thompson,go left 1,139,True
0.9,0.3,Thompson,go left 1,141,True
0.9,0.3,Thompson,go left 1,200,True
0.9,0.3,Thompson,go left 1,141,True
0.9,0.3,Thompson,go left 1,115,True
0.9,0.3,Thompson,go left 1,174,True
0.9,0.3,Thompson,go left 1,139,True
0.9,0.3,Thompson,go right 2,457,True
0.9,0.3,Thompson,go right 2,335,True
0.9,0.3,Thompson,go right 2,224,True
0.9,0.3,Thompson,go right 2,142,True
0.9,0.3,Thompson,go right 2,219,True
0.9,0.3,Thompson,go right 2,374,True
0.9,0.3,Thompson,go right 2,288,True
0.9,0.3,Thompson,go right 2,166,True
0.9,0.3,Thompson,go right 2,201,True
0.9,0.3,Thompson,go right 2,343,True
0.9,0.3,Thompson,go right 2,378,True
0.9,0.3,Thompson,go right 2,283,True
0.9,0.3,Thompson,go right 2,97,True
0.9,0.3,Thompson,go right 2,354,True
0.9,0.3,Thompson,go right 2,367,True
0.9,0.3,Thompson,go right 2,341,True
0.9,0.3,Thompson,go right 2,495,True
0.9,0.3,Thompson,go right 2,255,True
0.9,0.3,Thompson,go right 2,239,True
0.9,0.3,Thompson,go right 2,204,True
0.9,0.3,Thompson,go right 2,322,True
0.9,0.3,Thompson,go right 2,442,True
0.9,0.3,Thompson,go right 2,222,True
0.9,0.3,Thompson,go right 2,219,True
0.9,0.3,Thompson,go right 2,263,True
0.9,0.3,Thompson,go right 2,209,True
0.9,0.3,Thompson,go right 2,309,True
0.9,0.3,Thompson,go right 2,284,True
0.9,0.3,Thompson,go right 2,315,True
0.9,0.3,Thompson,go right 2,292,True
0.9,0.3,Thompson,go right 2,169,True
0.9,0.3,Thompson,go right 2,309,True
0.9,0.3,Thompson,go right 2,268,True
0.9,0.3,Thompson,go right 2,358,True
0.9,0.3,Thompson,go right 2,341,True
0.9,0.3,Thompson,go right 2,277,True
0.9,0.3,Thompson,go right 2,367,True
0.9,0.3,Thompson,go right 2,205,True
0.9,0.3,Thompson,go right 2,351,True
0.9,0.3,Thompson,go right 2,399,True
0.9,0.3,Thompson,go right 2,290,True
0.9,0.3,Thompson,go right 2,301,True
0.9,0.3,Thompson,go right 2,271,True
0.9,0.3,Thompson,go right 2,302,True
0.9,0.3,Thompson,go right 2,223,True
0.9,0.3,Thompson,go right 2,348,True
0.9,0.3,Thompson,go right 2,216,True
0.9,0.3,Thompson,go right 2,165,True
0.9,0.3,Thompson,go right 2,448,True
0.9,0.3,Thompson,go right 2,265,True
0.9,0.3,Thompson,go left 2,453,True
0.9,0.3,Thompson,go left 2,548,True
0.9,0.3,Thompson,go left 2,464,True
0.9,0.3,Thompson,go left 2,116,True
0.9,0.3,Thompson,go left 2,373,True
0.9,0.3,Thompson,go left 2,496,True
0.9,0.3,Thompson,go left 2,465,True
0.9,0.3,Thompson,go left 2,421,True
0.9,0.3,Thompson,go left 2,441,True
0.9,0.3,Thompson,go left 2,591,True
0.9,0.3,Thompson,go left 2,518,True
0.9,0.3,Thompson,go left 2,491,True
0.9,0.3,Thompson,go left 2,203,True
0.9,0.3,Thompson,go left 2,565,True
0.9,0.3,Thompson,go left 2,736,True
0.9,0.3,Thompson,go left 2,530,True
0.9,0.3,Thompson,go left 2,627,True
0.9,0.3,Thompson,go left 2,419,True
0.9,0.3,Thompson,go left 2,352,True
0.9,0.3,Thompson,go left 2,425,True
0.9,0.3,Thompson,go left 2,398,True
0.9,0.3,Thompson,go left 2,408,True
0.9,0.3,Thompson,go left 2,292,True
0.9,0.3,Thompson,go left 2,448,True
0.9,0.3,Thompson,go left 2,475,True
0.9,0.3,Thompson,go left 2,500,True
0.9,0.3,Thompson,go left 2,535,True
0.9,0.3,Thompson,go left 2,533,True
0.9,0.3,Thompson,go left 2,242,True
0.9,0.3,Thompson,go left 2,274,True
0.9,0.3,Thompson,go left 2,308,True
0.9,0.3,Thompson,go left 2,633,True
0.9,0.3,Thompson,go left 2,367,True
0.9,0.3,Thompson,go left 2,422,True
0.9,0.3,Thompson,go left 2,614,True
0.9,0.3,Thompson,go left 2,491,True
0.9,0.3,Thompson,go left 2,680,True
0.9,0.3,Thompson,go left 2,458,True
0.9,0.3,Thompson,go left 2,679,True
0.9,0.3,Thompson,go left 2,525,True
0.9,0.3,Thompson,go left 2,544,True
0.9,0.3,Thompson,go left 2,512,True
0.9,0.3,Thompson,go left 2,586,True
0.9,0.3,Thompson,go left 2,404,True
0.9,0.3,Thompson,go left 2,474,True
0.9,0.3,Thompson,go left 2,401,True
0.9,0.3,Thompson,go left 2,359,True
0.9,0.3,Thompson,go left 2,293,True
0.9,0.3,Thompson,go left 2,572,True
0.9,0.3,Thompson,go left 2,429,True
0.5,0.1,Thompson,go right 1,22,False
0.5,0.1,Thompson,go right 1,10,False
0.5,0.1,Thompson,go right 1,13,False
0.5,0.1,Thompson,go right 1,16,False
0.5,0.1,Thompson,go right 1,25,False
0.5,0.1,Thompson,go right 1,14,False
0.5,0.1,Thompson,go right 1,20,False
0.5,0.1,Thompson,go right 1,17,False
0.5,0.1,Thompson,go right 1,18,False
0.5,0.1,Thompson,go right 1,28,False
0.5,0.1,Thompson,go right 1,13,False
0.5,0.1,Thompson,go right 1,15,False
0.5,0.1,Thompson,go right 1,14,False
0.5,0.1,Thompson,go right 1,30,False
0.5,0.1,Thompson,go right 1,16,False
0.5,0.1,Thompson,go right 1,14,False
0.5,0.1,Thompson,go right 1,26,False
0.5,0.1,Thompson,go right 1,18,False
0.5,0.1,Thompson,go right 1,17,False
0.5,0.1,Thompson,go right 1,12,False
0.5,0.1,Thompson,go right 1,15,False
0.5,0.1,Thompson,go right 1,15,False
0.5,0.1,Thompson,go right 1,20,False
0.5,0.1,Thompson,go right 1,19,False
0.5,0.1,Thompson,go right 1,15,False
0.5,0.1,Thompson,go right 1,18,False
0.5,0.1,Thompson,go right 1,11,False
0.5,0.1,Thompson,go right 1,24,False
0.5,0.1,Thompson,go right 1,22,False
0.5,0.1,Thompson,go right 1,13,False
0.5,0.1,Thompson,go right 1,22,False
0.5,0.1,Thompson,go right 1,19,False
0.5,0.1,Thompson,go right 1,17,False
0.5,0.1,Thompson,go right 1,20,False
0.5,0.1,Thompson,go right 1,25,False
0.5,0.1,Thompson,go right 1,10,False
0.5,0.1,Thompson,go right 1,18,False
0.5,0.1,Thompson,go right 1,12,False
0.5,0.1,Thompson,go right 1,23,False
0.5,0.1,Thompson,go right 1,12,False
0.5,0.1,Thompson,go right 1,13,False
0.5,0.1,Thompson,go right 1,22,False
0.5,0.1,Thompson,go right 1,21,False
0.5,0.1,Thompson,go right 1,23,False
0.5,0.1,Thompson,go right 1,34,False
0.5,0.1,Thompson,go right 1,15,False
0.5,0.1,Thompson,go right 1,19,False
0.5,0.1,Thompson,go right 1,18,False
0.5,0.1,Thompson,go right 1,14,False
0.5,0.1,Thompson,go right 1,20,False
0.5,0.1,Thompson,go left 1,40,False
0.5,0.1,Thompson,go left 1,19,False
0.5,0.1,Thompson,go left 1,30,False
0.5,0.1,Thompson,go left 1,45,False
0.5,0.1,Thompson,go left 1,34,False
0.5,0.1,Thompson,go left 1,43,False
0.5,0.1,Thompson,go left 1,57,False
0.5,0.1,Thompson,go left 1,51,False
0.5,0.1,Thompson,go left 1,44,False
0.5,0.1,Thompson,go left 1,65,False
0.5,0.1,Thompson,go left 1,37,False
0.5,0.1,Thompson,go left 1,38,False
0.5,0.1,Thompson,go left 1,39,False
0.5,0.1,Thompson,go left 1,41,False
0.5,0.1,Thompson,go left 1,33,False
0.5,0.1,Thompson,go left 1,28,False
0.5,0.1,Thompson,go left 1,47,False
0.5,0.1,Thompson,go left 1,41,False
0.5,0.1,Thompson,go left 1,35,False
0.5,0.1,Thompson,go left 1,38,False
0.5,0.1,Thompson,go left 1,40,False
0.5,0.1,Thompson,go left 1,38,False
0.5,0.1,Thompson,go left 1,48,False
0.5,0.1,Thompson,go left 1,38,False
0.5,0.1,Thompson,go left 1,34,False
0.5,0.1,Thompson,go left 1,43,False
0.5,0.1,Thompson,go left 1,29,False
0.5,0.1,Thompson,go left 1,61,False
0.5,0.1,Thompson,go left 1,58,False
0.5,0.1,Thompson,go left 1,32,False
0.5,0.1,Thompson,go left 1,43,False
0.5,0.1,Thompson,go left 1,46,False
0.5,0.1,Thompson,go left 1,48,False
0.5,0.1,Thompson,go left 1,45,False
0.5,0.1,Thompson,go left 1,30,False
0.5,0.1,Thompson,go left 1,30,False
0.5,0.1,Thompson,go left 1,39,False
0.5,0.1,Thompson,go left 1,38,False
0.5,0.1,Thompson,go left 1,46,False
0.5,0.1,Thompson,go left 1,26,False
0.5,0.1,Thompson,go left 1,34,False
0.5,0.1,Thompson,go left 1,27,False
0.5,0.1,Thompson,go left 1,42,False
0.5,0.1,Thompson,go left 1,39,False
0.5,0.1,Thompson,go left 1,45,False
0.5,0.1,Thompson,go left 1,27,False
